id,name,price,original_price,discount,rating_average,review_count,brand,category
275263278,"Thuốc diệt chuột, Kẹo diệt chuột tiêu diệt cả đàn chuột hàng Thái Lan",63000,65000,2000,5.0,16,ratoff-ars,
275256191,Hộp cơm giữ nhiệt inox 304 Elmich dung tích 1.6L EL8344 - Hàng Chính Hãng,768000,1590000,822000,5.0,3,Elmich,
275219406,"CỌ TOILET CAO CẤP, CỌ CONG 2 MẶT, CHỔI CỌ BỒN CẦU THƯƠNG HIỆU VIỆT NHẬT - Hàng chính hãng",39000,39000,0,5.0,2,Việt Nhật,
273787401,"Nước tắm tượng phật, lau bàn thờ tinh dầu quế Peace Mass 250ml phong thủy (Thuộc nhóm Sản phẩm Lành tính / Hữu cơ/ Sinh học)",36000,36000,0,0.0,0,PEACE MASS,
273596856,Bình giữ nhiệt inox 316 Elmich EL8311 dung tích 800ml - Hàng Chính Hãng,353000,650000,297000,4.7,20,Elmich,
263239689,Pin kiềm AA Philips LR6P4B/97 vỉ 4 viên,38000,48000,10000,4.8,14,Philips,
262362970,Ca giữ nhiệt Flat Table Mug LocknLock LHC4320 - Dung tích 730ml - Tay cầm thoải mái - Miệng ca rộng - Nắp trong suốt,393000,567000,174000,4.8,165,LocknLock,
217695866,"Bóng đèn LED Bulb MPE LBD E27 - Tiết kiệm điện, Tiêu chuẩn Châu Âu, Thương hiệu Việt Nam - Hàng Chính Hãng",23000,38000,15000,5.0,14,MPE,
199727434,Bộ đầu thay cây lau nhà Sweepy ETM970RF - Màu trắng,61000,88000,27000,5.0,2,Sweepy,
194131937,Kệ Gỗ Trang Trí Treo Tường Không Cần Khoan Kích Thước 30/40/50cm Thương Hiệu SIB Decor KT02,98000,119000,21000,0.0,0,SIB DECOR,
191136118,"Bóng Đèn Led Bulb, Led Edison Đui E27 Các Loại - Hàng Chính Hãng NAVIVU",14250,15000,750,4.7,53,NAVIVU,
189491905,"Nhang Sen Thuần Khiết Liên Tâm 20.5cm 160 cây - Ít khói, dịu nhẹ, 100% Đài sen thiên nhiên",70000,70000,0,4.7,226,Liên Tâm,
189459840,Chiếu điều hòa sợi mây tre đan tổng hợp lót vải không dệt cao cấp hàng xuất khẩu 2 mặt giá rẻ 1m2 1m6 1m8 D Danido,193000,196000,3000,5.0,8,D Danido,
186862075,"Nắp Ngăn Mùi Thoát Sàn ECODEALS - Chặn Mùi Hôi Cống, Chống côn trùng, Chống trào ngược - MẪU MỚI CẢI TIẾN, ĐỦ KÍCH CỠ",23000,23000,0,4.5,69,ECO deals,
184591044,"Đèn Pixar, Đèn Bàn Chống Cận Thị, Đèn Đọc Sách LED, Đèn Làm Việc Bảo Vệ Mắt - Hàng Chính Hãng",249000,249000,0,5.0,24,PEAFLO,
176309303,Bộ 6 hộp thực phẩm chữ nhật Inochi-Hokkaido,135000,339000,204000,5.0,4,Inochi,
176059637,"Hộp Pin AAA 1,5V Panasonic R03NT/2S - Hàng chính hãng",55000,55000,0,5.0,14,Panasonic,
174236741,Găng tay cao su tự nhiên Lock&Lock ETM830 (có móc treo),36000,56000,20000,5.0,150,LocknLock,
152446878,Cây mai xanh thái lan - Cây cảnh sân vườn trồng cổng rào ban công,45000,70000,25000,4.5,22,OEM,
142264591,Combo 10 chiếc Gác đũa Thần Tài bằng ốc biển liền khối nhập khẩu từ New Zealand và Úc (CTH747) Nổi ánh xà cừ rất đẹp - mang lại bữa cơm ngon và tài lộc cho gia chủ ,229000,229000,0,5.0,1,HAHANCO,
126865171,"Vỏ gối ôm lụa cao cấp A 35 x 100 cm - mát mẻ, mềm mịn, không kích ứng da",150000,150000,0,4.8,49,A,
101858930,"Áo Mưa Khoá Kéo, Áo Mưa Măng Tô Vải Dù Cao Cấp, Hàng Việt Nam, Khổ To Rộng, Chống Thấm Hiệu Quả, Phù Hợp Nam Và Nữ, Có Túi Đựng, Có Lựa Chọn Màu Sắc",140000,140000,0,4.7,53,XUDI,
88928025,Ổ Cắm Điện Đa Năng Kèm Cổng USB Có Công Tắc Tải 2500W Nắp Chống Giật Chống Cháy Chất Lượng Cao Deli - Dây 2M/3M/5M - ET401 411,119000,214200,95200,5.0,55,Deli,
73314056,Lọ xay tiêu cầm tay nắp viền inox 304 lọ thủy tinh Hobby Home Decor XT mẫu thon cao và mẫu thấp tùy chọn,69000,69000,0,4.7,208,Hobby Home Decor,
59358608,Combo 2 Ron Thanh Nẹp Xốp Chèn Chắn Cửa Chống Bụi Côn Trùng Dài 95cm Legaxi,40000,40000,0,4.6,179,Legaxi,
57999394,Bộ Ga Gối Cotton Đũi Tici LIDACO Cao Cấp - Xanh Mint,159000,229000,70000,4.7,456,LIDACO,
30008695,Vĩ 5 viên pin Maxell dòng cao cấp CR2032,17900,17900,0,5.0,10,Maxell,
15605817,Bộ Dao Nhà Bếp 5 Món Cookplus Lock&Lock CKK101S5BLK,201000,309000,108000,4.6,567,LocknLock,
7957749,Cuộn cáp cho giàn phơi thông minh (2 sợi x 7m),60000,60000,0,4.8,12,Hòa Phát,
3341035,Thuốc kích thích ra rễ N3M,139000,139000,0,4.5,159,N3M,
2395003,Khăn lau đa năng cao cấp 3M xanh dương 36cm,55000,55000,0,4.7,78,3M,
2119169,Bộ Cây Lau Nhà Lock&Lock Squeeze Flat Mop ETM471,668000,1028000,360000,4.5,1247,LocknLock,
696349,Ổ Cắm Điện 4 Lỗ 3 Chấu 3m Philips SPN1248WB/74 (2500W),241000,259000,18000,0.0,0,Philips,
276616101,Gói 4 Miếng Chữ Nhật Cước cọ rửa Scotch Brite 3M 7447 Mạnh hơn inox (10x15cm) ,9000,9000,0,4.8,42,3M,
276285618,Hộp 6 Lõi lọc BRITA MAXTRA PRO (900L),1189000,2039000,850000,4.8,5,Brita,
276158720,Ga chống thấm họa tiết LIDACO đủ size nệm (màu ngẫu nhiên),59000,90000,31000,0.0,0,LIDACO,
276016000,"Pin sạc 4.2V 18650 đầu lồi,dung lượng 6800mAh dùng cho Sạc Dự Phòng, Đèn Pin, Micro Karaoke, Quạt Mini, Đồ Chơi, Cell Laptop, Đèn Pin, Mic, Đèn Laze và các thiết bị điện tử khác - Hàng chính hãng",38000,45000,7000,4.0,1,VSP,
275219457,"Ghế đẩu gấp gọn Hokori nhựa Việt Nhật - Ghế Đẩu,Ghế Xếp Lùn, Ghế Đẩu Gập Gọn Dễ Dàng Mang Theo Du Lịch - Hàng Việt Nam",49000,98000,49000,4.5,2,Hokori,
275059823,Combo 100 Túi lọc trà/ túi vải không dệt có dây rút size  5 x 7 cm - Hàng chính hãng,29000,29000,0,4.7,3,Gro-Fa,
273901995,"Ổ Cắm Điện Loại Chuyển Đổi Đa Năng - Phích Cắm Tiêu Chuẩn US, EURO, UK, AUST - Có 2 Cổng USB (Dual USB) - Phù Hợp Cho Những Chuyến Công Tác Và Du Lịch Nước Ngoài- Chính Hãng",159460,236000,76540,4.5,11,PaKaSa,
273660990,Bình đựng thức ăn giữ nhiệt inox 304 Elmich EL8310 dung tích 1.2L - Hàng Chính Hãng,500000,850000,350000,4.5,4,Elmich,
273546668,"Nhang cây trầm hương đốt xông nhà tẩy uế HÀ XÁ đồ thờ cúng phong thủy, xua đuổi vận xui, thu hút nguồn năng lượng tích cực, thanh lọc không khí, an toàn cho sức khỏe",99000,198000,99000,5.0,45,Trầm Hương Hà Xá,
272639442,Hộp bảo quản thủy tinh LocknLock BLANC - Hộp vuông,82000,127000,45000,4.6,45,LocknLock,
272484839,"Nhiệt ẩm kế, nhiệt kế phòng Deli đồng hồ xem giờ có báo thức đo nhiệt độ phòng, độ ẩm phòng ngủ cho bé chính xác",149000,268200,119200,4.8,14,Deli,
272047595,Set 10 móc treo quần áo chống trượt xoay 360 đa năng ,85000,105000,20000,5.0,20,PEAFLO,
271123700,Bình giữ nhiệt LocknLock Daily Macaron LHC3292 - Nắp mở một chạm - Dung tích 480ML,321000,540000,219000,5.0,39,LocknLock,
214497531,"Kệ gia vị,kệ nhà bếp HG FURNITURE",149000,149000,0,5.0,11,HG FURNITURE HiG,
199945017,"Bọc Nệm,Aó Nệm Topper 2 Mặt Có Khóa Khéo Vải Cotton Tici Thoáng Mát Kích Thước 1m/1m2/1m4/1m6/1m8 x 2m dày 5-9cm.",155000,250000,95000,4.6,20,RioTex,
195797725,Thớt tre tự nhiên Sunhouse KS-CHB,85000,125000,40000,5.0,47,Sunhouse,
191140221,"Dung Dịch Thủy Canh Greenhome, Lavamix, Phân Bón Cây Thuỷ Sinh, Hoa Sen, An Toàn Cho Cá, Tép Cảnh",29900,50000,20100,4.6,21,Lavamix,
190791221,"Hộp 4 pin sạc AA AAA Beston dung lượng cao, sạc lại nhiều lần - Hàng chính hãng",60000,60000,0,4.8,46,BESTON,
181988661,Bình Bơm ga cho bật-lửa-hộp-quẹt kèm 5 đầu bơm các loại bật-lửa-gas - Blue Hàn Quốc 150 gram,90000,90000,0,4.7,3,OEM,
176309253,Túi rác tiện dụng Inochi -Soji 50L x 19 túi (Size L) Hương Lavender có quai,26000,39000,13000,5.0,4,Inochi,
154157961,"Màn Dây Không Cửa FUNU Chống Muỗi Cao Cấp, Vải Màn Mềm, Mịn, Mắt Dày Dặn Chống Muỗi Tuyệt Đối - Hàng Chính Hãng",137750,145000,7250,4.7,169,FuNu,
152446804,Cây Kim Thanh Mai - cây cảnh bonsai để bàn,39000,58000,19000,4.8,23,OEM,
147265095,"Vỉ 2 Viên Pin Đại ( Pin D ) 1,5V DURACELL Siêu Bền - Hàng chính hãng",155000,155000,0,4.5,15,DURACELL,
143363686,"Băng keo chống thấm x2000 Nhật Bản chống thấm dột, dán tường, dán mái tôn, dán ống nước",152000,160000,8000,4.6,60,OEM,
121396300,"Dây rút nhựa 10cm ,15cm, 20cm, 25cm, 30cm ( Khoảng 80 sợi/bịch )",28000,28000,0,4.8,201,OEM,
118898224,Trung Nguyên Legend - Phin nhôm hoa văn màu đen Vĩ Nhân - có hộp giấy (giao mẫu ngẫu nhiên),79000,79000,0,4.8,111,Trung Nguyên Legend,
114204741,Bình giữ nhiệt inox 304 Sunhouse 450ml KS-TU450I,87000,87000,0,4.6,18,Sunhouse,
108605078,Pin kiềm Akaline AA Deli - Vỉ 2 viên/ 4 viên - 18500 / 18501,20000,36000,16000,4.8,74,Deli,
107336808,Bộ chăn chần ga giường cotton Tici kẻ LIDACO cao cấp (Nhiều mẫu lựa chọn),469000,690000,221000,4.5,133,LIDACO,
85029571,Set 5 Phích cắm công suất lớn Điện Quang ECO ĐQ EPR HP 2PN ECO (Màu ngẫu nhiên),46008,60400,14392,4.8,94,Điện Quang,
79948028,Đèn năng lượng mặt trời mô hình camera chống nước,72000,108000,36000,4.2,13,OEM,
74695680,"Hộp đựng cơm văn phòng, Hộp Cơm Cắm Điện 3 Tầng Inox ,Hộp hâm nóng thức ăn YOICE- HÀNG CHÍNH HÃNG",479000,479000,0,4.8,87,Yoice,
54122078,Pin AAAA Energizer E96 BP2,75000,75000,0,5.0,178,Energizer,
43896673,"Keo chà ron gạch cao cấp, keo dán mạch gạch siêu bám dính chống thấm nước dung tích 280ml - màu trắng",75000,95000,20000,4.3,9,OEM,
36015001,Lõi lọc nước 11 inch loại kết nối chữ I - lõi đúc,145000,160000,15000,4.7,14,YAMATO,
22081865,TÚI ÁO BÌNH GIỮ NHIỆT TIỆN LỢI,38000,40000,2000,4.7,265,OEM,
20680352,Combo 5 bẫy diệt chuột thông minh,85000,85000,0,4.5,53,OEM,
6137123,"Phân Bón Npk 20-20-15 đa năng 3 màu  (1Kg)- bón cây, rau, cây ăn trái, hoa kiểng - bón gốc dễ sử dụng, kích thích ra lá, ra hoa, đậu trái",55000,55000,0,4.6,165,Bình Điền Mekong,
2432307,Decal dán tường đoàn tàu sở thú ZOOYOO AM7123,39000,70000,31000,4.7,33,ZOOYOO,
1657931,Vợt Muỗi Sunhouse SHE-E200 - Vàng,92000,92000,0,4.7,59,Sunhouse,
276409126,Giá Đựng Sách Để Bàn Deli - Kệ Chia 4 Ngăn Văn Phòng Học Sinh Sinh Viên - Chặn Sách Nhiều Ngăn Giúp Sắp Xếp Tài Liệu,69000,124200,55200,0.0,0,Deli,
276379807,"Đèn Học Kẹp Bàn Chống Cận Cho Học Sinh PaKaSa , Đèn Cảm Ứng Kẹp Bàn Xoay 360 Độ - Hàng chính hãng",111860,174000,62140,4.8,4,PaKaSa,
275986366,"Hộp Quẹt Đồng Hồ, Bật Lửa Đồng Hồ tích hợp độc lạ sang trọng, Mạ Vàng 2 in 1 ",130000,130000,0,2.0,1,OEM,
275426511,Nhiệt Kế Đo Nhiệt Độ Sữa và Đồ Ăn Cho Bé - Hàng chính hãng,59000,59000,0,3.8,5,Gro-Fa,
275405659,"Miếng ngăn rác và giữ nước bồn rửa chén, lavabo, bồn rửa mặt PaKaSa (giao màu ngẫu nhiên)",9900,18000,8100,4.0,1,PaKaSa,
275263106,"Ga Chống Thấm Bảo Vệ Đệm, Ga Chống Thấm Tuyệt Đối, Giao Màu Ngẫu Nhiên",77000,77000,0,0.0,0,HT SYS,
275008181,Nhang Không Tăm Trầm Hương Đặc Biệt 3 Lành 20cm 30-150gr Tự Nhiên 100% Ít Khói 7-12 Năm Trầm Thờ Cúng Thư Giãn Xông Nhà Tẩy Uế Yoga Thiền Định,148940,236412,87472,0.0,0,3lành,
274912542,Dây Thun Ràng Buộc Hàng Co Dãn Cao Cấp Chắc Chắn dài 3m Có 2 Móc PaKaSa - Hàng Chính Hãng ,39000,78000,39000,0.0,0,PaKaSa,
274558570,"(Ngang 45-75cm) Tủ Nhựa Gấp Gọn Size Lớn, Tủ Đựng Quần Áo Đa Năng Lắp Ghép, Để Đồ Tiện Dụng, Nhựa PP, Có Bánh Xe",650000,1063000,413000,4.3,3,Nubie,
274067031,Ổ cắm điện Philips CHP1130WB - 3m,93000,105000,12000,5.0,21,Philips,
273554998,Trung Nguyên Legend - Phin nhôm hoa văn Trung Nguyên - Màu nâu,99000,99000,0,5.0,3,Trung Nguyên Legend,
273400802,"Bộ Bình Trà Tử Sa Mini Có Túi Đựng Đi Du Lịch Tiện Lợi Thích Hợp 2 - 4 Người Dùng Gồm 1 Ấm Trà, 4 Tách, 1 Bình Đựng Trà",135000,195000,60000,4.5,7,PEAFLO,
271978704,"Miếng Nam Châm Siêu Hút Dán Tủ Lạnh, Bảng Đen Kèm Keo 2 Mặt",6650,7000,350,4.8,4,NAVIVU,
253176290,Bình pha cà phê Cold Brew Hario 650ml FIC-70,645000,750000,105000,4.8,47,Hario,
252053150,"Đèn Bắt Muỗi Rạng Đông Công Suất 5W Không Mùi, Không Tiếng Ồn",299000,299000,0,3.0,2,Rạng Đông,
215891498,"Keo Acrylic B7000 / T7000 Dán Kính Điện Thoại, Dán Giày, Dán Nhựa, Kim Loại, Gỗ, Đá, Thủy Tinh, Da",27075,28500,1425,4.8,52,NAVIVU,
205920877,"Bộ Nam Châm Dán Cửa Giúp Giữ Cửa Tủ Chắc Chắn, Không Cần Khoan Vít",15000,15000,0,4.6,47,NAVIVU,
199572344,Ghế Gác Chân Văn Phòng Công Thái Học Ergonomic Footrest KUNBE Điều Chỉnh 6 Mức Chiều Cao Massage Chân Bản Cao Cấp,286000,286000,0,4.8,12,KUNBE,
193213443,"Phích Đựng Nước Nóng Rạng Đông, Có Cần Gạt 2,5 lít/ 2 lít/ 1 lít",217400,217400,0,3.0,3,Rạng Đông,
191140204,"Phân bò Lavamix, bao 3dm3, đã qua xử lý, không mùi hôi, hữu cơ tiện lợi ",17900,32220,14320,5.0,7,Lavamix,
186142362,Ô Dù Chống Nắng Che Mưa Cản UV Tự Động Đóng Mở Khung 12 Xương,171000,180000,9000,4.6,118,NAVIVU,
184689674,"Khăn giấy nén rửa mặt dạng viên kẹo hàn quốc, khăn nén ướt dạng viên HBH",1500,1500,0,4.8,13,HBH,
177679445,"Chuông Cửa Không Dây Thông Minh Besti YBT01 (1 Nút Bấm, 1 Chuông ), Chống Nước, Khoảng Cách Sử Dụng Hiệu Quả 300M, 60 Loại Nhạc Chuông, 4 Mức Điều Chỉnh Âm Lượng - Hàng Chính Hãng",200000,200000,0,4.5,36,Besti,
173820044,Trầu Bà Đế Vương Xanh - cây cảnh để bàn + tặng phân bón cho cây,45000,70000,25000,3.9,9,OEM,
164158123,Vỉ 2 Viên Pin Duracell CR2032 / CR2025 / CR2016 Lithium 3V - Hàng chính hãng,79000,79000,0,4.8,56,DURACELL,
130978265,"Ổ cắm Xoay 90° Điện Quang ĐQ ESK RT 6GW (6 lỗ, màu xanh lá trắng)",66971,103300,36329,4.8,81,Điện Quang,
119111659,"Bể bơi cho bé- Bể bơi gia đình - Bể bơi các loại, Bể bơi Phao Cho bé - Bể bơi Bằng Phao Trẻ em Kích Thước Lớn",182000,209000,27000,4.3,7,OEM,
96470903,"Sáp đậu nành (Soy wax) cao cấp dùng làm nến thơm, tealight, tặng mẫu thử tinh dầu Kobi",78000,78000,0,5.0,4,KOBI,
96283992,"Máy Đuổi Chuột bằng Sóng Siêu Âm Mifan - HIệu Quả, An Toàn Không Gây Hại Sức Khoẻ - Bảo hành 3 tháng 1 đổi 1",99000,120000,21000,3.9,97,Mifan,
85908084,Nhang Sạch Phòng Máy Lạnh - Ít khói - Hương trầm dịu nhẹ - Chân tăm mộc - Nhang Xanh - 300g - 20cm,120000,120000,0,4.8,79,Nhang Xanh,
74986804,"Túi đựng hộp cơm cao cấp. Túi giữ nhiệt đa năng nhiều lớp. Túi đựng đồ ăn trưa. Túi chống toả nhiệt, dày dặn, phong cách Hàn Quốc thời trang, hiện đại KORESTAB8001",125000,125000,0,4.8,175,Weyoung,
71924152,"Mùng chụp, màn chụp tự bung chống muỗi FUNU - Hàng chính hãng, sản xuất tại Việt Nam",133000,140000,7000,4.7,243,FuNu,
62469165,Ga Chống Thấm Cotton LIDACO Cao Cấp,139000,250000,111000,4.6,178,LIDACO,
59259444,Mùng chụp tự bung cao cấp FUNU - Màn chống muỗi thông minh - Hàng chính hãng (Sản xuất tại Việt Nam),133000,140000,7000,4.7,430,FuNu,
37929600,Đèn bắt muỗi Đại Sinh D6 tặng kèm 1 bóng thay thế,676200,676200,0,4.7,149,Đại Sinh,
28079716,Hộp đựng xà phòng dầu gội sữa tắm Xinda ZYQ138 White,135000,135000,0,4.8,18,Xinda,
19920919,Bật Lửa Mồi Lửa Bếp Gas Bếp Cồn An Toàn (Màu Sắc Ngẫu Nhiên),29000,29000,0,4.0,1,OEM,
14605513,Nắp Kính Cường Lực Fivestar Nồi Và Chảo,100000,100000,0,4.6,224,Fivestar,
13729970,"Ruột Gối Khách Sạn 5 Sao DADA - Gòn  Microfiber Polyester 
- Êm Ái, Mềm Mại, Dễ Chịu",290000,290000,0,4.6,113,Dada,
2127549,Bình Đựng Dầu Với Nắp Mở Tự Động Lock&Lock CKO101BLK (550ml),166000,258000,92000,4.8,1676,LocknLock,
277263939,"Rèm Cuộn Che Nắng Cách Nhiệt Tự Động Thu Gọn Kèm Móc Hút Dùng Cho Cửa Sổ, Cửa Kính Ôtô - Giao Màu Ngẫu Nhiên",65000,65000,0,5.0,1,TIEN ANH HOUSE,
276652837,"Cây lăn bụi giường 24cm, cây lăn bụi cán dài kèm lõi lăn bụi, hút bụi giường nệm, dính lông mèo, quần áo sàn thảm.",35000,35000,0,5.0,5,KONKA,
276314483,Giá Đỡ Vòi Hoa Sen Dán Tường Đế Góc Nghiêng 120º Móc Treo Vòi Xịt Nhà Tắm Siêu Dính Hamart,49000,90000,41000,4.6,5,GUANG MING,
276274801,"Hộp đựng xà phòng, khay xà phòng tiện lợi phong cách Nhật Bản , Nhựa Việt Nhật - Hàng Việt Nam",29000,58000,29000,5.0,1,Việt Nhật,
275929238,Bình nước thủy tinh Elmich EL-8350T052 dung tích 520ml,264000,310000,46000,4.5,2,Elmich,
275925720,"Chuông Cửa Không Dây Không Dùng Pin, Chống Nước Thông Minh, Chuông Bấm Vĩnh Cửu Báo Động Người Già, 38 Loại Nhạc - Hàng Chính Hãng Besti",180000,180000,0,5.0,1,Besti,
275524596,"Thau, Chậu Nhựa Gấp Gọn Đa Năng Dùng Trong Bệnh Viện , Trường Học , Công Sở - Hàng chính hãng (Giao màu ngẫu nhiên)",59000,59000,0,5.0,1,Gro-Fa,
275496608,"Móc Dán Tường Siêu Dính Chịu Lực Inox 304, Móc Dính Tường Treo Đồ Quần Áo Đồ Dùng Đa Năng Tiện Ích",2000,3000,1000,0.0,0,fofaHome,
275428359,"Bộ Ga Thun Lạnh 4 Món Ga Thun Hàn Quốc Đủ Kích Thước Ga Nệm 1m2, 1m6, 1m8 Chưa Gồm Chăn",178000,220000,42000,3.0,2,KINGROLL MATTRESS R,
275428127,Lọ chiết nước hoa du lịch 5ml GROFA ( Giao màu ngẫu nhiên),29000,29000,0,5.0,2,Gro-Fa,
275422569,"Kệ Sách Gỗ Đẹp Để Bàn FIVO FB26 Cao Cấp Màu Gỗ Và Walnut, Có Hộc, Tiết Kiệm Diện Tích, Bo Góc Thẩm Mĩ",104000,104000,0,4.7,3,FIVO,
275349409,Băng Dán Viền Bếp Bồn Chậu Rửa Trong Suốt Keo Siêu Dính Dán Mép Tường Chống Bẩn Dầu Mỡ Nấm Mốc,33000,65000,32000,5.0,1,Foam Cleaner,
275224132,Bộ 5 Tấm Xốp Dán Tường 3D Giả Gạch Màu 70cmx77cm,65000,65000,0,4.7,3,XỐP 3D KN,
275198071,Ngăn kéo gắn bàn HyperWork Steel Drawer HPW DR-01 - Thép không gỉ - Tải trọng 8kg - Hàng Chính Hãng,429000,429000,0,5.0,1,HyperWork,
274974855,"Lưới Lọc Tóc Dán Nắp Cống, Chặn Côn Trùng, Chống Tắc Nghẽn",16150,17000,850,5.0,3,NAVIVU,
274628787,"Kệ Để Giày Dép Gỗ Thiết Kế Nhỏ Gọn, Tối Ưu Diện Tích Kệ Giày Dép Xếp Gọn Đa Năng Kệ Gỗ MDF Phong Cách Hiện Đại",137000,156000,19000,5.0,2,Gosashi,
274414442,"Găng tay cao su rửa bát, lau dọn, vệ sinh Dài Tay Cổ Chun",29000,29000,0,0.0,0,PEAFLO,
273902288,Cuộn túi hút chân không đựng thực phẩm 1 mặt nhám ( chiều dài mỗi cuộn 500cm) - Henrysa,63800,120000,56200,4.7,9,HENRYSA Bạn của mọi nhà,
273714788,"Thanh Dán Silicon Chặn Nước Tràn Cho Phòng Tắm, Nhà Vệ Sinh",40565,42700,2135,5.0,1,NAVIVU,
270660646,Bình giữ nhiệt Daily Essential LocknLock LHC4325- kèm ống hút và cọ vệ sinh - 870ml -,411000,633000,222000,4.8,17,LocknLock,
247305229,"Cọ Rửa Cán Gỗ Cỡ Lớn Rửa Bình Sữa, Bình Nước, Ly Tách",15000,15000,0,4.8,12,NAVIVU,
206314531,"Đèn Học Để Bàn 2 Thanh 3 Chế Độ Sáng , Ánh Sáng Trắng Hoặc Vàng Tùy Chọn Giúp Bảo Vệ Mắt - Chính hãng  ",161840,240000,78160,5.0,2,PaKaSa,
204986883,"Hộp Đựng Bông Tẩy Trang, Cột Tóc, Tăm Bông Treo Tường Thông Minh - Hàng Loại 1 - Chính Hãng MINIIN",69000,69000,0,3.8,4,MINIIN,
196563202,Bát Ăn Amori Sản Xuất Theo Tiêu Chuẩn Xuất Nhật Chất Liệu Nhựa Nguyên Sinh Đảm Bảo An Toàn Tuyệt Đối Cho Người Sử Dụng- Chính Hãng inochi ( Tặng kèm khăn lau pakasa),25000,38800,13800,4.8,5,Inochi,
195656054,"Hạt Giống Bầu Lai Greenhome, Gói 1gr, Dễ Trồng Quanh Năm, Nảy Mầm Cao, Thu Hoạch Nhanh, Năng Suất Cao T09",9900,16000,6100,5.0,1,Sen Vàng Seeds,
193733810,"[MyJae x Toyal] Giấy Nến 2 Mặt Lót Nồi Chiên, Nướng Bánh, Giấy Lót Chống Dính 30cm x 30cm (50 Tờ/Hộp)",269000,269000,0,5.0,5,MyJae,
190553620,Khăn Vải Đa Năng Tẩy Trang Lau Mặt Dùng Khô/Dùng Ướt,66500,70000,3500,4.8,25,NAVIVU,
189208326,"Thảm nhà tắm, nhà bếp siêu thấm nước, chống trơn trượt tối giản, hiện đại NAVIVU",94050,99000,4950,4.6,89,NAVIVU,
183029245,Mền lông cừu Caro cao cấp A kích thước 1m8 x 2m,195000,195000,0,4.5,59,A,
169650796,"Màn chụp, mùng chụp đỉnh vuông Không chân viền cao cấp Một Cửa - Hàng chính hãng",285000,300000,15000,4.5,66,FuNu,
155253236,HỘP PIN MAXELL 40 VIÊN  AAA TEM BẠC - HÀNG CHÍNH HÃNG,52700,52700,0,5.0,2,Maxell,
102050886,Bàn để ủi quần áo Nakagami tư thế ngồi có giá đỡ chất lượng Công nghệ Nhật Bản - Màu ngẫu nhiên - Hàng chính hãng,155000,155000,0,5.0,39,Nakagami,
75356087,Túi Đựng Hộp Cơm Giữ Nhiệt Đa Lớp Cỡ Lớn 34cm*25cm*15cm,57000,60000,3000,4.7,170,OEM,
75340681,"Hộp Đựng Đồ Đa Năng TD1 – Túi Vải Đựng Quần Áo Chăn Màn Phong Cách Thụy Điển Sang Trọng, Lịch Sự – Hàng Chính Hãng",84000,160000,76000,4.8,736,miDoctor,
69929041,"Móc Treo Quần Áo, Móc Phơi Đồ Trẻ Em Inox Kẹp Chống Rơi, Móc Treo Tất, Vớ, Đồ Lót Nhiều Kiểu Dáng",47500,50000,2500,5.0,235,OEM,
56737206,Túi Rác Tự Hủy Có Quai Tiện Dụng SOJI INOCHI Nhật Bản - Màu Đen Dạng Cuộn - Nhiều Size - Đa dạng công năng sử dụng,19000,20000,1000,5.0,14,Inochi,
50241058,"Kệ sách gỗ để bàn - Tủ,kệ sách mini - Giao màu sắc ngẫu nhiên ",82000,99000,17000,4.5,139,OEM,
46207255,Combo 2 túi lưới giặt đồ 2 lớp Polyester dạng lưới mịn giặt đồ chống biến dạng quần áo cho máy giặt dạng hộp khóa kéo phù hợp giặt đồ nhỏ đồ lót,64600,68000,3400,4.7,116,OEM,
19638219,"Kéo Nhà Bếp Cắt Gà, Mổ Cá Đa Năng Thép Không Gỉ",59000,59000,0,4.7,42,OEM,
6710595,Bộ 10 móc treo dán tường chịu lực 10kg,5835,5894,59,4.3,122,OEM,
277835689,Nồi phủ sứ chống dính Elmich Olive Classic EL- 5535OV - Hàng chính hãng,600000,600000,0,0.0,0,Elmich,
277821906,Hộp cơm 2 tầng inox 304 Elmich EL8381 dung tích 1.3L - Hàng chính hãng,490000,490000,0,5.0,1,Elmich,
276232739,Chai Xịt Bọt Làm Sạch Vệ Sinh Bồn Cầu Toilet Dung Tích 500 Ml Tẩy Rửa Mọi Vết Bẩn Hương Chanh Thơm Mát,29000,32000,3000,0.0,0,fofaHome,
275894840,Vòi Lọc Nước Ra Bát Tăng Áp Xoay 360 Có Thể Kéo Dài Chống Bắn Nước Giao Màu Ngẫu Nhiên,7000,8000,1000,4.5,4,fofaHome,
275869696,Ổ cắm đa năng chống giật OC04 4C/10A,149000,446000,297000,3.0,2,Rạng Đông,
275479540,Kệ kê chậu cây Dài 80-90 cm. Rộng 20-25-30cm. Cao 10-15-20-25-30cm. Hộp thép 2*2cm. 2 nan phụ ( Hàng Chính Hãng ),220000,220000,0,4.0,2,XM,
275073568,"Cây lăn bụi quần áo kiểu mới dành cho nhân viên văn phòng rất tiện lợi,gọn nhẹ dễ sử dụng - Hàng chính hãng ",39000,39000,0,0.0,0,Gro-Fa,
273660960,Dụng cụ đánh trứng tự xoay inox Elmich EL8414 - Hàng Chính Hãng,62200,95000,32800,5.0,6,Elmich,
272318899,Ổ cắm chuyển đổi 3 chấu sang 2 chấu - Hàng chính hãng,23750,25000,1250,4.8,15,FuNu,
